Geneid	NM001	NM002	NM003	NM004	NM005	TB001	TB002	TB003	TB004	TB005	AD001	AD002	AD003	AD004	AD005	SA001	SA002	SA003	SA004	SA005
ENSG00000224126	0	0	0	1	0	0	0	3	0	0	0	2	4	4	1	0	0	3	1	11
ENSG00000108448	101	87	110	84	129	62	48	225	55	53	86	56	76	274	250	59	51	67	1007	1238
ENSG00000265693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171931	4	0	1	1	2	1	3	6	4	0	4	2	0	2	6	0	35	71	2	21
ENSG00000171928	512	380	356	652	383	551	421	312	401	295	452	313	483	235	522	444	641	192	1316	852
ENSG00000265478	6	1	10	1	9	6	2	0	1	1	5	2	5	3	3	8	2	0	10	3
ENSG00000250111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000141127	432	258	354	524	369	353	367	177	286	284	365	269	549	232	347	384	321	153	730	616
ENSG00000274747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000264273	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0
ENSG00000235672	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	4	0	1	4
ENSG00000212618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154025	1	3	3	4	1	1	15	1	6	1	14	3	4	0	1	4	2	16	0	3
ENSG00000196893	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0
ENSG00000188522	279	209	1192	115	216	359	74	103	198	128	185	242	344	342	612	94	226	107	682	688
ENSG00000263045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000154016	23	19	7	59	41	31	47	8	50	46	68	30	13	9	17	45	23	25	4	16
ENSG00000279825	1	0	4	0	2	8	7	2	5	7	24	0	11	0	5	13	11	1	1	12
ENSG00000265185	1	0	10	20	5	6	18	25	35	17	8	8	18	15	11	30	57	15	1	20
ENSG00000262074	0	9	8	6	7	10	11	9	34	18	2	7	1	9	4	26	23	5	6	17
ENSG00000230197	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0
ENSG00000265746	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	7	0	2
ENSG00000263394	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0
ENSG00000228157	2	5	9	14	13	10	5	8	3	12	4	5	7	0	2	19	8	20	6	4
ENSG00000262202	1	0	10	6	4	6	13	6	23	23	7	3	8	16	3	16	53	6	0	3
ENSG00000277947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189152	8	3	5	22	4	8	13	7	7	12	22	1	5	3	4	13	13	0	1	7
ENSG00000262319	1	1	0	0	1	0	0	0	3	0	4	0	0	0	0	0	0	0	0	1
ENSG00000266664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000197665	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000262292	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266311	1	0	0	8	7	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1
ENSG00000261987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263934	2	14	17	39	53	5	20	17	33	35	52	60	52	139	4	60	82	6	19	14
ENSG00000264940	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	1	3	1	0	1
ENSG00000236022	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000263206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
ENSG00000072134	875	610	619	572	816	491	692	448	526	663	361	304	264	218	400	639	683	131	778	702
ENSG00000281856	0	0	0	1	3	0	2	1	0	3	3	0	2	0	0	2	0	2	0	2
ENSG00000235397	2	0	4	0	1	0	7	1	1	2	3	0	3	1	6	10	2	2	4	4
ENSG00000265263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108641	157	90	130	217	171	75	86	66	74	64	139	75	166	89	124	78	150	104	201	203
ENSG00000221540	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2
ENSG00000166484	599	595	562	282	428	358	470	221	338	449	374	198	356	55	378	403	349	167	389	438
ENSG00000166482	12266	8356	9836	9491	17800	6083	10067	6563	4981	9722	2824	323	582	36	449	13800	8135	241	79	1029
ENSG00000128482	12	14	7	21	31	15	58	27	22	18	10	1	26	5	17	38	23	13	17	19
ENSG00000265126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235979	1	1	0	1	0	1	3	0	1	0	0	0	2	0	0	4	0	18	5	3
ENSG00000227078	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000283675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189343	186	96	94	164	196	135	178	86	132	172	171	372	95	477	356	191	147	79	220	1450
ENSG00000231477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000142494	200	286	239	295	268	412	70	207	303	386	221	114	112	8	30	170	213	53	412	728
ENSG00000228331	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	0	2	1	0
ENSG00000266079	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000262769	1	0	1	0	0	0	0	5	0	3	2	0	0	2	0	0	0	3	1	8
ENSG00000228983	0	5	2	4	4	2	5	4	1	3	2	0	0	0	1	2	0	9	0	3
ENSG00000263107	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000266179	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000271900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000228725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0
ENSG00000224254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231625	0	7	0	0	0	0	5	3	5	0	0	0	5	0	0	3	1	0	11	1
ENSG00000072210	3467	2868	3730	2682	3522	2625	1365	1334	1377	1570	2011	1120	638	355	991	1522	2400	402	7907	12426
ENSG00000264932	1	2	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	4	8	32
ENSG00000275982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252349	0	0	0	0	0	2	1	4	1	0	4	0	0	2	3	1	1	7	7	4
ENSG00000180638	10	9	9	0	10	5	10	8	4	2	13	0	2	0	14	3	9	34	6	26
ENSG00000262681	1	0	0	0	5	0	3	0	2	0	0	0	0	0	1	2	0	13	1	1
ENSG00000264785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000108602	104	45	64	81	820	84	19	2	24	15	67	11	85	6	67	18	46	716	1269	6513
ENSG00000230607	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0
ENSG00000083290	1027	462	716	477	855	584	720	561	546	508	455	215	478	64	293	555	724	110	1161	1681
ENSG00000231096	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0
ENSG00000279251	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1
ENSG00000276406	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
ENSG00000270091	27	12	10	15	20	23	24	5	7	17	19	5	13	1	6	27	13	7	2	30
ENSG00000108599	674	501	359	581	518	604	556	296	553	468	631	266	373	161	422	646	497	258	929	1227
ENSG00000266126	0	1	2	0	0	0	0	0	5	0	4	1	6	0	4	5	3	2	2	4
ENSG00000261033	0	5	0	3	0	0	4	2	3	0	1	0	1	0	0	0	1	4	12	3
ENSG00000128487	410	398	683	345	616	550	456	251	434	516	360	194	274	656	1178	394	431	252	1257	842
ENSG00000225681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225014	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	0	4	0
ENSG00000212186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000263494	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	4	2
ENSG00000252971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154898	1	0	0	0	2	2	12	5	1	0	4	2	4	4	3	4	10	16	13	5
ENSG00000276577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278701	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000214832	5	1	0	2	2	2	6	0	1	3	2	1	4	8	1	4	1	8	5	4
ENSG00000189423	0	5	4	2	3	3	34	11	3	4	8	0	5	0	3	9	12	4	3	8
ENSG00000237911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000230528	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	11	0	0
ENSG00000170298	11	7	12	7	4	6	7	1	4	4	6	1	2	17	122	0	13	4	33	2
ENSG00000229586	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	2	2	4	0
ENSG00000263976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000230088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	2	0	0	0
ENSG00000214822	0	1	127	2	3	11	0	0	9	9	0	10	3	0	131	5	6	5	26	7
ENSG00000266925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231645	0	1	2	1	0	0	1	0	2	1	0	2	5	0	1	1	0	0	0	0
ENSG00000205215	0	0	0	0	0	0	0	55	0	5	0	0	3	0	0	1	0	2	0	0
ENSG00000266042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260907	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	5	0	0
ENSG00000265916	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267075	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0
ENSG00000230339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263946	0	0	2	2	0	0	0	1	0	2	0	0	1	0	0	0	2	3	0	1
ENSG00000235323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000264422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231258	1	1	1	0	0	0	2	3	0	1	0	0	0	0	0	3	0	4	21	19
ENSG00000188013	49	26	22	8	31	31	43	33	11	12	21	12	3	0	2	25	23	14	210	156
ENSG00000232889	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000226096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000235546	2	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0
ENSG00000227685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000266364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236504	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	2	0	0
ENSG00000264874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226521	0	0	0	0	1	0	0	0	0	0	5	0	6	0	1	0	0	9	0	0
ENSG00000187870	0	3	9	0	0	1	2	0	1	0	1	2	1	0	0	0	0	10	0	0
ENSG00000218454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000213671	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	1
ENSG00000226549	0	2	0	0	1	0	0	0	1	2	1	3	0	1	0	2	0	6	0	1
ENSG00000264215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000264662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226981	2	0	0	7	3	1	4	3	3	3	13	5	12	3	1	3	1	7	0	2
ENSG00000205212	1	0	0	1	2	0	1	3	0	0	0	0	1	0	1	1	0	2	0	0
ENSG00000266369	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
ENSG00000233098	33	15	14	55	53	28	66	17	25	72	13	6	7	3	9	60	20	18	12	27
ENSG00000252483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265790	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000265099	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000244456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264660	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	3	3	0	0
ENSG00000266009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263729	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0
ENSG00000124422	3285	2353	1776	1703	2909	3210	2404	2290	2918	2754	2553	1152	1973	486	2717	2421	2250	633	4630	3777
ENSG00000263986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236819	0	1	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000109016	330	353	438	674	419	307	312	414	289	318	252	279	164	181	415	321	304	113	458	445
ENSG00000178307	360	331	668	640	429	405	347	1245	252	271	287	232	290	460	533	263	279	153	361	353
ENSG00000235530	1	0	4	1	3	4	1	1	4	3	9	0	4	1	3	3	0	9	5	16
ENSG00000263815	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2
ENSG00000274180	1058	694	456	450	849	419	759	2356	464	615	561	216	219	47	148	474	367	353	206	498
ENSG00000266563	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000034152	1004	1877	4482	654	1102	2142	723	2595	1239	1303	1120	833	712	1738	1227	1017	1475	4533	631	721
ENSG00000184185	49	128	32	66	97	94	275	3089	58	118	59	11	19	5	13	96	63	22	7	10
ENSG00000265881	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000265043	0	3	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	3	1	1
ENSG00000264023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244582	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	1	4	0	0
ENSG00000265265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212719	63	69	53	33	55	101	165	71	71	68	112	57	79	13	100	74	69	27	14	32
ENSG00000272780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266466	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0
ENSG00000266673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000266050	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264245	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000263375	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0
ENSG00000260157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000264617	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000274748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260458	0	3	1	0	4	5	9	49	2	0	1	1	0	0	1	3	2	8	0	0
ENSG00000283566	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	0	0
ENSG00000265233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263563	16	15	12	27	12	15	9	21	12	7	10	17	12	8	9	13	9	20	26	21
ENSG00000263725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000263609	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000264956	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0
ENSG00000266691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000178130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000264811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266806	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ENSG00000276399	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000266746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261020	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0
ENSG00000266885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000283879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266529	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000256618	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000243655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240103	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0
ENSG00000241225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000275480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264431	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000264172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000266736	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0
ENSG00000264837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000265646	0	0	0	2	1	0	2	1	1	0	0	0	0	2	0	0	0	17	1	2
ENSG00000265246	1	0	0	2	1	1	0	0	0	0	2	0	5	2	0	0	0	9	0	0
ENSG00000239223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000213664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000265453	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0
ENSG00000263583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109046	1754	1426	3333	1763	1311	2472	4690	2056	3568	2550	3419	552	3265	865	1152	3203	3593	2012	9068	6167
ENSG00000266313	0	0	3	10	1	2	1	3	0	1	1	1	2	0	2	1	2	4	0	2
ENSG00000265683	5	0	3	2	2	2	2	2	3	0	3	4	4	2	2	1	2	0	14	1
ENSG00000266356	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000266433	0	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	8	0	0
ENSG00000141068	551	574	348	258	360	555	925	699	612	594	807	297	623	45	514	562	820	416	2776	2824
ENSG00000265801	0	2	0	0	0	0	3	0	2	0	4	0	2	0	0	4	0	6	0	10
ENSG00000263368	10	4	6	7	3	16	0	0	0	2	3	4	2	0	0	4	11	12	80	24
ENSG00000266853	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	1	0	1	3
ENSG00000266728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168961	1177	2517	2286	1604	1287	2288	521	257	1938	2809	1188	1396	2333	1232	846	1437	705	1159	446	368
ENSG00000265788	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000265041	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000266771	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264689	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000265833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266786	19	26	17	8	6	16	4	6	14	12	6	21	15	0	4	15	3	3	6	3
ENSG00000007171	62	8	21	32	62	11	4	16	24	22	16	16	842	3	14	15	34	18	8	110
ENSG00000266202	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	2	1	0	0
ENSG00000266527	0	0	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	4	0	0
ENSG00000232859	115	72	97	153	122	58	113	48	31	35	62	37	74	11	17	46	54	25	86	107
ENSG00000260019	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0
ENSG00000251818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000266190	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0
ENSG00000202389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087095	474	327	331	360	327	427	294	211	316	290	358	270	392	153	362	374	348	118	589	929
ENSG00000252283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240873	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000267644	0	0	1	1	0	0	0	0	0	1	0	0	7	0	0	0	0	0	10	9
ENSG00000237575	0	1	4	7	4	1	7	0	3	5	1	3	20	1	1	5	4	7	6	13
ENSG00000267259	97	26	45	81	44	32	0	0	10	25	45	17	6	0	3	21	34	2	15	47
ENSG00000266830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260777	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1
ENSG00000266306	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000264029	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000265480	1	0	0	1	0	0	0	0	0	0	0	2	1	5	0	0	0	11	1	0
ENSG00000109084	475	215	242	418	332	281	77	72	127	140	241	242	1416	332	560	282	213	53	859	741
ENSG00000109083	211	196	421	871	286	242	409	152	210	174	260	161	265	379	234	226	272	184	330	252
ENSG00000109079	1651	1248	3304	1491	1692	1499	1199	911	1336	1694	1072	642	1008	1205	1745	1385	1486	299	1289	1325
ENSG00000004142	1307	1222	1287	1210	1304	1158	1148	2879	969	1093	1161	1119	2275	2700	2173	1040	767	473	2455	1938
ENSG00000244045	147	126	140	230	154	108	84	56	107	111	103	114	179	346	145	132	95	45	115	180
ENSG00000258924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000273171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004139	184	123	58	68	115	148	190	86	143	147	167	74	108	15	48	132	130	66	197	165
ENSG00000109072	26	12	8	18	64	38	17	10	10	14	29	20	14	0	2	23	9	3	19	14
ENSG00000277450	1	0	0	3	1	0	6	0	2	2	2	0	5	2	1	5	0	9	2	4
ENSG00000279532	0	0	1	0	2	0	4	1	5	6	6	1	8	1	3	1	2	20	3	13
ENSG00000076351	217	139	65	88	78	154	126	35	147	121	129	131	77	43	83	125	82	32	522	305
ENSG00000265254	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000265541	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
ENSG00000263870	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0
ENSG00000258472	38	20	9	16	27	35	89	16	27	29	50	18	183	58	67	48	23	53	97	179
